순위,영화명,개봉일,매출액 ,매출액 점유율,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
4909,교주전: 천공의 눈,2017-09-21,"201,500",0.0%,"1,320,500",35,247,1,6,중국,중국,,주식회사 풍경소리,15세이상관람가,"판타지,액션,멜로/로맨스",양뢰,"왕대륙,장천애,임달화"
4909,그들 각자의 거리에서 ?인디피크닉2018,,"186,000",0.0%,"186,000",35,35,1,7,한국,한국,,,,기타,,
4909,나는 부정한다,2017-04-26,"210,000",0.0%,"254,497,125",35,"31,673",1,1,영국,"영국,미국",,(주)티캐스트,12세이상관람가,드라마,믹 잭슨,"레이첼 와이즈,톰 윌킨슨,티모시 스폴,앤드류 스캇,마크 게티스,해리엇 월터,알렉스 제닝스,맥시밀리언 비포트,토드 보이스"
4909,나만의 숲,,"168,000",0.0%,"168,000",35,35,1,3,독일,독일,,,,드라마,마렌 아데,"에바 뢰바우,다니엘라 홀츠"
4909,나자린,,"156,000",0.0%,"156,000",35,35,1,3,멕시코,멕시코,,,,드라마,루이스 브뉘엘,
4909,다이나,,"222,000",0.0%,"222,000",35,35,1,2,프랑스,프랑스,,,,드라마,장 그레미용,
4909,당대명포-의문의 주검,2018-07-05,"36,000",0.0%,"36,000",35,35,6,35,중국,중국,,(주)케이알씨지,15세이상관람가,"액션,스릴러",양동량,
4909,러버 포 어 데이,,"162,000",0.0%,"162,000",35,35,1,3,프랑스,프랑스,,,,드라마,필립 가렐,"에릭 카라바카,에스더 가렐"
4909,러스트 앤 본,2013-05-02,"210,000",0.0%,"243,500,900",35,"32,200",1,1,프랑스,프랑스,,그린나래미디어(주),청소년관람불가,"멜로/로맨스,드라마",자크 오디아르,"마리옹 꼬띠아르,마티아스 쇼에나에츠,보울리 라너스"
4909,모데라토 칸타빌레,,"168,000",0.0%,"232,000",35,47,1,2,,,,,,,,
4909,무법자의 날,,"158,000",0.0%,"158,000",35,35,1,3,미국,미국,,,,서부극(웨스턴),안드레 드 토스,
4909,비념,2013-04-03,"230,000",0.0%,"16,028,200",35,"2,344",1,3,한국,한국,"반달,볼",㈜인디스토리,15세이상관람가,다큐멘터리,임흥순,"강상희,한신화,강상문,오국만,김민경"
4909,사일런트 워,2018-05-17,"52,000",0.0%,"52,000",35,35,5,35,오스트리아,"오스트리아 ,이탈리아,미국",,(주)케이알씨지,15세이상관람가,"어드벤처,드라마",에른스트 고스너,"윌리엄 모즐리,클라우디아 카르디날레"
4909,샤우트,1977-01-01,"91,000",0.0%,"4,872,000",35,"2,413",1,2,영국,영국,,,,"드라마,액션,어드벤처,전쟁",피터 R. 헌트,"로저 무어,바바라 파킨스,리 마빈"
4909,소년은 울지 않는다,2000-03-11,"350,000",0.0%,"350,000",35,35,1,1,미국,미국,,이십세기폭스코리아(주),18세관람가,드라마,킴벌리 피어스,"힐러리 스웽크,클로에 세비니"
4909,솔로몬의 딸,1991-11-23,"70,000",0.0%,"70,000",35,35,1,1,미국,미국,,,중학생이상관람가,드라마,브라이언 길버트,"샐리 필드,알프리드 몰리나"
4909,"오렌지필름 기획전 - 장윤미 감독의 그리고,",,"235,000",0.0%,"235,000",35,35,1,4,한국,한국,,,,다큐멘터리,장윤미,
4909,오오극장 개관 3주년 특별전 ? 대구독립단편신작,,"237,000",0.0%,"237,000",35,35,1,1,한국,한국,,,,기타,,
4909,이어도,,"236,000",0.0%,"1,132,000",35,209,1,6,한국,한국,주식회사 자파리필름,,,드라마,오멸,
4909,좋은 친구들,1991-02-14,"105,000",0.0%,"2,334,000",35,368,1,1,미국,미국,,,연소자관람불가,"드라마,액션,범죄",마틴 스코세이지,"로버트 드 니로,조 페시"
4909,지뢰 마을 사람들,,"201,000",0.0%,"201,000",35,35,1,2,이탈리아,"이탈리아,스위스",,,,다큐멘터리,,
4909,지하실의 멜로디,,"70,000",0.0%,"637,000",35,121,1,1,프랑스,"프랑스,이탈리아",,,,"범죄,드라마,멜로/로맨스",앙리 베르누이,"장 가뱅,알랑 드롱"
4909,커플즈,2011-11-02,"245,000",0.0%,"2,705,811,500",35,"360,080",1,2,한국,한국,"시오필름(주),(주)바른손이앤에이",(주)싸이더스,15세이상관람가,"멜로/로맨스,코미디",정용기,"공형진,김주혁,이윤지,이시영,오정세,강대영,조성걸,최정화,김형근,조달환,배슬기,조한철,김건우,정광재,최고운,이진,윤석진,정정숙,임동현,전수지,김지운,김응수"
4909,탱고 위드 미,2013-08-29,"210,000",0.0%,"15,956,500",35,"2,392",1,2,벨기에,"벨기에,프랑스,룩셈부르크",,(주)에스와이코마드,청소년관람불가,드라마,프레더릭 폰테인,"프랑소아 다미앙,앤느 폴리세비치,세르지 로페즈,잔 해멘넥커"
4909,포스트 핀(12월의 삼각관계),,"244,500",0.0%,"244,500",35,35,2,7,한국,한국,,,,기타,,
4909,항마전: 황금룡의 부활,2018-08-23,"188,000",0.0%,"188,000",35,35,1,6,중국,중국,,(주)박수엔터테인먼트,15세이상관람가,"액션,판타지,코미디,멜로/로맨스",왕정,장우기
4909,행복 목욕탕,2017-03-23,"229,700",0.0%,"170,127,300",35,"21,979",1,5,일본,일본,,(주)디스테이션,12세이상관람가,"가족,드라마",나카노 료타,"미야자와 리에,스기사키 하나,오다기리 조,이토 아오이"
4909,호텔 르완다,2006-09-07,"105,000",0.0%,"69,353,900",35,"10,826",1,1,영국,"영국,이탈리아,남아프리카공화국","유나이티드 아티스트,라이온스 게이트 필름즈",(주)동숭아트센터,12세관람가,"드라마,전쟁",테리 조지,"돈 치들,와킨 피닉스,장 르노,닉 놀테"
4941,"24프레임, 25프레임",,"214,000",0.0%,"214,000",34,34,1,1,이탈리아,이탈리아,,,,,,
4941,AIYOUTH 2018 경쟁 언더19 (3),,"36,000",0.0%,"36,000",34,34,1,2,기타,기타,,,,기타,,
4941,SIDOF2018_개막식:관찰과 기억/퀴어의 방,,"331,000",0.0%,"331,000",34,34,1,1,한국,한국,,,,다큐멘터리,"이솜이,권아람",
4941,SPFF 2018 해외단편 2,,"340,000",0.0%,"340,000",34,34,1,1,기타,기타,,,,기타,,
4941,[인디포럼2018] 신작전 04 몇 개의 나를 세워두고,,"238,000",0.0%,"238,000",34,34,1,2,한국,한국,,,,기타,,
4941,건양강호: 운뢰검법의 비밀,2018-12-13,"34,000",0.0%,"34,000",34,34,5,34,중국,중국,,레이크엔터테인먼트,15세이상관람가,액션,장뢰,
4941,공사 중,,"166,000",0.0%,"632,000",34,107,1,3,스페인,스페인,,,,다큐멘터리,호세 루이스 게린,
4941,공장에는 아무것도 없다,,"232,000",0.0%,"232,000",34,34,1,2,포르투갈,포르투갈,,,,기타,,
4941,더 머니,2018-06-01,"41,000",0.0%,"41,000",34,34,5,34,미국,미국,,(유)조이앤시네마,15세이상관람가,"코미디,드라마",,"빌리 버크,파커 포시,대니 글로버,데보라 앤 울"
4941,람보 3,1988-12-17,"88,000",0.0%,"88,000",34,34,1,4,미국,미국,카롤코 픽쳐스,트라이스타 픽쳐스,연소자관람가,액션,피터 맥도널드,
4941,리벨라이,,"170,000",0.0%,"170,000",34,34,1,3,독일,독일,,,,"드라마,멜로/로맨스",맥스 오퓌스,
4941,빗 속의 연인,,"161,000",0.0%,"161,000",34,34,1,3,,,,,,,,
4941,새를 위하여,,"237,300",0.0%,"237,300",34,34,1,1,미국,미국,,,,다큐멘터리,,
4941,솔라리스,,"254,000",0.0%,"3,732,000",34,562,1,2,,,,,,,,
4941,숙명의 일탄,,"68,000",0.0%,"68,000",34,34,1,3,미국,미국,메트로-골드윈-마이어,,,서부극(웨스턴),러셀 루즈,"글렌 포드,지네 크레인,브로데릭 크로포드,러스 탬블린"
4941,씨앗(12월의 삼각관계),,"203,500",0.0%,"203,500",34,34,2,7,한국,한국,,,,기타,,
4941,악의 도시,2018-03-15,"42,000",0.0%,"42,000",34,34,5,34,미국,미국,,(주)케이알씨지,15세이상관람가,스릴러,웨인 블레어,"애드리언 브로디,셀마 헤이엑,쇼레 아그다쉬루,나비드 아카반"
4941,엽문3: 최후의 대결,2016-03-10,"201,000",0.0%,"394,045,600",34,"47,142",1,9,홍콩,홍콩,,(주)키다리이엔티,12세이상관람가,"액션,드라마",엽위신,"견자단,마이크 타이슨,슝다이린,담요문,장진,진국곤"
4941,외인부대,,"132,000",0.0%,"132,000",34,34,1,3,프랑스,프랑스,,,15세이상관람가,드라마,자크 페이더,"마리 벨,피에르 리샤르 윌름"
4941,욕망의 끝,,"150,000",0.0%,"150,000",34,34,1,3,영국,영국,,,,드라마,린지 앤더슨,"리차드 해리스,레이첼 로버츠,알란 바델"
4941,워킹걸,2015-01-07,"68,000",0.0%,"1,202,031,479",34,"151,584",1,1,한국,한국,"(주)홍필름,(주)수필름",플러스엠 엔터테인먼트,청소년관람불가,"코미디,멜로/로맨스",정범식,"조여정,클라라,김태우,배유람,정범식,정범식,박주희,백경인,조은영,손진우,배성우,유찬호,김세미,라미란,이민아,황준호,이승원,이시현,조재윤,김영옥,김보연,오나라,박상민,김승주,이선희,김기천,윤부진,이종윤,최정현"
4941,제한 구역,2018-05-31,"41,000",0.0%,"41,000",34,34,5,34,브라질,브라질,,(주)케이알씨지,15세이상관람가,드라마,조세 조필리,
4941,지금 이순간,2019-12-12,"34,000",0.0%,"34,000",34,34,5,34,한국,한국,㈜리필름,㈜리필름,12세이상관람가,드라마,이수성,"이원준,송민경,박종환,변준우,김윤지,유안,장우진,윤준호,문영동,유지용,김소율,정철승"
4941,진주만,2001-05-31,"102,000",0.0%,"102,000",34,34,1,1,미국,미국,,한국소니픽쳐스릴리징브에나비스타영화㈜,12세관람가,"드라마,전쟁",마이클 베이,"벤 애플렉,조쉬 하트넷,케이트 베킨세일"
4941,키갈리에서 새들은 노래한다,,"209,000",0.0%,"209,000",34,34,1,2,폴란드,폴란드,,,,기타,,
4941,탈출,2019-12-19,"34,000",0.0%,"34,000",34,34,5,34,한국,한국,(주)케이알씨지,(주)케이알씨지,12세이상관람가,드라마,이숭환,"김도연,김준성,서충근,엄기영,이숭환,이자은,이재상,홍예서,이지호,정희원,전소민,전지학,박규범"
4941,화이트 라이,,"301,000",0.0%,"301,000",34,34,1,2,캐나다,캐나다,,,,드라마,,
4941,"흐루스탈료프, 나의 차!",,"224,000",0.0%,"224,000",34,34,1,2,러시아,"러시아,프랑스",,,,드라마,,
4969,AIYOUTH 2018 경쟁 언더19 (2),,"66,000",0.0%,"66,000",33,33,1,2,한국,한국,,,,기타,,
4969,Diff 2018 배우목격담,,"230,000",0.0%,"230,000",33,33,1,1,한국,한국,,,,드라마,,
4969,Diff 2019 경쟁7,,"231,000",0.0%,"231,000",33,33,1,1,한국,한국,,,,드라마,,
4969,Diff 2019 경쟁8,,"227,000",0.0%,"227,000",33,33,1,1,한국,한국,,,,드라마,,
4969,깊은 관계,2018-06-21,"33,000",0.0%,"33,000",33,33,5,33,미국,미국,,(주)케이알씨지,15세이상관람가,"코미디,멜로/로맨스",마이클 모한,"리지 캐플란,알리슨 브리"
4969,님포매니악 감독판 볼륨2,,"392,000",0.0%,"893,000",33,89,1,1,덴마크,덴마크,,,,드라마,,
4969,당신과 함께한 순간들,2017-10-19,"231,000",0.0%,"41,288,300",33,"5,486",1,8,미국,미국,,"(주)싸이더스,아이 엠",15세이상관람가,드라마,마이클 알메레이다,"존 햄,지나 데이비스,팀 로빈스"
4969,더티해리 4-써든 임팩트/서든 임팩트,1984-05-05,"66,000",0.0%,"198,000",33,77,1,1,미국,미국,"더 말파소 컴퍼니,대동",,국민학생관람불가,액션,클린트 이스트우드,"브래드포드 딜만,폴 드레이크,클린트 이스트우드,오드리 J. 니난"
4969,"도라,도라,도라",1971-06-18,"99,000",0.0%,"238,000",33,78,1,1,미국,"미국,일본",,,,"액션,어드벤처,전쟁",리차드 플레이셔,"조셉 코튼,마틴 발삼"
4969,도묘필기3: 제국의 부활,2018-11-15,"33,000",0.0%,"33,000",33,33,5,31,중국,중국,,(유)조이앤시네마,15세이상관람가,기타,나영창,
4969,독립영화 반짝반짝전 광주 단편,,"216,000",0.0%,"216,000",33,33,2,6,한국,한국,,,,드라마,,
4969,드넓은 세상을 알아가며,,"213,000",0.0%,"213,000",33,33,1,2,러시아,러시아,,,,드라마,,
4969,람보 2,1985-08-03,"90,000",0.0%,"90,000",33,33,1,3,미국,미국,,,연소자관람가,"액션,전쟁",조지 P. 코스마토스,"실베스터 스탤론,리차드 크레나,찰스 네이피어,스티븐 버코프"
4969,마이 페어 레이디,,"99,000",0.0%,"1,129,000",33,217,1,1,미국,미국,,,전체관람가,"코미디,가족,뮤지컬,멜로/로맨스",조지 쿠커,"오드리 헵번,렉스 해리슨"
4969,모두를 위한 궁전,,"198,000",0.0%,"198,000",33,33,1,2,불가리아,"불가리아,독일,루마니아",,,,다큐멘터리,,
4969,밀고자,,"99,000",0.0%,"99,000",33,33,1,1,미국,미국,,,,드라마,존 포드,"빅터 맥라글렌,프레스톤 포스터"
4969,비포 선셋,2004-10-22,"268,062",0.0%,"865,359,057",33,"126,612",1,2,미국,미국,"캐슬 락 엔터테인먼트,디투어 필름프로덕션","THE 픽쳐스,워너브러더스 코리아(주)","15세관람가,15세이상관람가",드라마,리차드 링클레이터,"줄리 델피,에단 호크"
4969,삼총사 3D,2011-10-12,"66,000",0.0%,"5,731,685,500",33,"660,205",1,1,독일,"독일,영국,프랑스",,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"액션,어드벤처",폴 W.S. 앤더슨,"로건 레먼,올랜도 블룸,밀라 요보비치"
4969,센트럴파크(12월의 삼각관계),,"172,500",0.0%,"172,500",33,33,2,7,한국,한국,,,,기타,,
4969,셰이크다운,,"231,000",0.0%,"231,000",33,33,1,1,미국,미국,,,,드라마,,
4969,심플 라이프,2012-11-22,"210,000",0.0%,"86,198,500",33,"11,585",1,16,홍콩,홍콩,,(주)미로비젼,전체관람가,드라마,허안화,"유덕화,엽덕한"
4969,아버지가 옳았어,,"150,000",0.0%,"150,000",33,33,1,3,프랑스,프랑스,,,,코미디,사샤 기트리,
4969,열차 안의 사람들,,"208,000",0.0%,"208,000",33,33,1,2,폴란드,폴란드,,,,기타,,
4969,오렌지필름 기획전-유지영 감독전,,"260,000",0.0%,"260,000",33,33,1,5,한국,한국,,,,기타,,
4969,은밀한 유혹,2015-06-04,"66,000",0.0%,"1,138,083,247",33,"145,697",1,1,한국,한국,"(주)영화사비단길,(주)수필름",(주)씨제이이엔엠,15세이상관람가,"멜로/로맨스,범죄",윤재구,"임수정,유연석,이경영,박철민,진경,민도희,조희성,최민우,이광수,홍정표,민혜경,이동훈,곽민호,조규완,이마붑,전소니,이양희,조윤우,배진웅,신용훈"
4969,잔다르크의 수난,,"227,000",0.0%,"2,763,000",33,"1,185",1,4,프랑스,프랑스,,,,드라마,칼 테오도르 드레이어,
4969,청춘의 살인자,,"219,000",0.0%,"219,000",33,33,1,2,일본,일본,,,,기타,하세가와 카즈히코,
4969,초능력자 2018 : 염력,2018-06-14,"33,000",0.0%,"33,000",33,33,5,33,미국,미국,,(주)케이알씨지,15세이상관람가,"코미디,SF",루이스 바론,
4969,팔로우,2015-04-02,"280,000",0.0%,"278,281,143",33,"33,545",1,3,미국,미국,,"(주)영화사오원,(주)브리즈픽처스",청소년관람불가,공포(호러),데이빗 로버트 밋첼,"마이카 먼로,키어 길크리스,다니엘 조바토,제이크 웨어리"
4969,프라이빗 헬 36,,"198,000",0.0%,"198,000",33,33,1,2,미국,미국,,,,"범죄,드라마",돈 시겔,"아이다 루피노,스티브 코크란,하워드 더프"
4969,프렌치 커넥션: 마약수사,2018-03-30,"222,000",0.0%,"602,000",33,109,4,6,프랑스,프랑스,,(주)더블앤조이픽쳐스,15세이상관람가,"범죄,액션",세드릭 히메네즈,"장 뒤자르댕,질 를르슈,셀린느 살레테,멜라니 두티"
4969,프리드킨 언컷,,"208,000",0.0%,"208,000",33,33,1,1,이탈리아,이탈리아,,,,다큐멘터리,,
4969,하이 맘!,,"156,000",0.0%,"1,132,000",33,184,1,3,미국,미국,,,,기타,브라이언 드 팔마,
4969,혈랑: 붉은전사,2018-08-30,"112,000",0.0%,"112,000",33,33,6,33,홍콩,홍콩,,(주)드림팩트엔터테인먼트,15세이상관람가,액션,프레드 완,
4969,호우주의보(12월의 삼각관계),,"173,000",0.0%,"173,000",33,33,1,6,한국,한국,,,,드라마,,
4969,힘의 한 세기+금발 소녀의 기벽,,"229,000",0.0%,"229,000",33,33,1,1,포르투갈,포르투갈,,,,기타,마누엘 데 올리베이라,
5005,1919유관순-그녀들의조국,,"64,000",0.0%,"64,000",32,32,1,18,한국,한국,유관순문화산업전문유한회사,,12세이상관람가,다큐멘터리,,"이새봄,양윤희,김나니,박자희,장세아,곽정화,오지헌"
5005,AISFF 2018 폐막작,,"224,000",0.0%,"224,000",32,32,1,1,기타,기타,,,,기타,,
5005,Diff 2018 경쟁7,,"222,000",0.0%,"222,000",32,32,1,2,한국,한국,,,,기타,,
5005,FIWOM 2019 맙소사+리틀 아미+아마레타+헤엄치는 법+예민하시네+빼라는 놈을 패라,,"227,000",0.0%,"227,000",32,32,1,1,기타,기타,,,,기타,,
5005,[인디포럼2018] 신작전 06 사라지지 않을 이유,,"223,000",0.0%,"223,000",32,32,1,2,한국,한국,,,,기타,,
5005,강,,"150,000",0.0%,"150,000",32,32,1,3,프랑스,"프랑스,미국,영국,인도",,,,"드라마,멜로/로맨스",장 르누아르,
5005,겁쟁이 페달: 스페어 바이크,2016-11-17,"156,750",0.0%,"18,216,750",32,"2,447",1,5,일본,일본,,(주)미디어캐슬,전체관람가,애니메이션,나베시마 오사무,
5005,고양이 영화제 2018 묘아+파리의 도둑고양이,,"160,000",0.0%,"160,000",32,32,1,1,기타,기타,,,,애니메이션,,
5005,굿 샘,,"144,000",0.0%,"144,000",32,32,1,4,미국,미국,,,,"코미디,드라마,멜로/로맨스",레오 맥커레이,"게리 쿠퍼,앤 쉐리단"
5005,나도 때론 포르노그라피의 주인공이고 싶다 : 감독판,2016-06-13,"64,000",0.0%,"71,000",32,33,1,2,한국,한국,(주)피터팬픽쳐스,(주)드림팩트엔터테인먼트,청소년관람불가,멜로/로맨스,장성수,"한지은,최리호,김영근"
5005,더 월,2018-03-29,"49,000",0.0%,"49,000",32,32,6,32,노르웨이,"노르웨이,아일랜드",,(주)드림팩트엔터테인먼트,15세이상관람가,다큐멘터리,데이빗 킨셀라,
5005,더 하우스: 악령의 집,2018-02-13,"78,000",0.0%,"78,000",32,32,6,32,프랑스,프랑스,,(주)드림팩트엔터테인먼트,15세이상관람가,"공포(호러),스릴러",라이너 킬,
5005,도묘필기: 제국의 서막,2018-07-05,"39,000",0.0%,"39,000",32,32,7,32,중국,중국,,(주)케이알씨지,15세이상관람가,"액션,어드벤처,미스터리",나영창,
5005,돌로레스 클레이븐,1995-12-23,"96,000",0.0%,"96,000",32,32,1,1,미국,미국,캐슬 락 엔터테인먼트,,연소자관람불가,"미스터리,드라마",테일러 핵포드,"제니퍼 제이슨 리,캐시 베이츠,존 C. 라일리"
5005,드라큘라: 모로이의 전설,2019-05-23,"32,000",0.0%,"32,000",32,32,5,32,러시아,러시아,,(주)키다리이엔티,15세이상관람가,"액션,판타지,공포(호러)",세르게이 기즈부르크,
